startup_id
145766
165934
247020
343335
343328
282322
278665
317073
169688
1796
227769
23338
172582
230830
182792
31114
300404
383006
87883
245205
28109
252025
256220
160651
291357
388535
260573
352773
340012
200500
327599
371838
223712
371326
358009
188679
235920
353919
266298
266499
331159
344329
257581
291998
122077
200785
30833
202020
166232
157229
71252
49910
69676
229052
265283
255756
68135
107749
250019
108524
125108
292705
80126
77926
316860
3296
132067
290581
152860
229070
345059
133174
369426
26632
21778
65382
276077
230395
249163
295640
222048
342668
167677
375986
293171
214025
219772
301102
74242
262513
202960
48212
93300
311655
169745
139918
83180
233411
127822
859
195210
323649
324129
123381
90241
27216
172747
143866
1716
134149
237002
279864
186307
194233
110746
294921
165297
145222
254773
187933
282300
196617
146538
229307
190707
109312
118667
262524
80556
87227
247836
23198
4081
123876
28937
125912
175531
106081
237831
23849
184308
157178
210210
62150
69820
118663
26090
764
96856
223242
262062
173253
267676
263612
229152
251252
261326
260885
264547
294091
260650
266221
268058
247562
266565
290306
96933
139092
211872
6702
190642
23877
223912
31917
32328
116218
2506
1682
174209
79849
163901
30459
85372
26179
236498
13195
23418
74754
20331
107217
1266
104489
25717
25353
70379
165778
45441
82357
137058
26160
112523
125348
193666
200284
191559
88346
132065
139929
4312
185256
201133
95009
23238
207748
207988
196042
149361
175447
209886
67109
131153
83791
169996
170659
210519
181117
97716
81853
144006
200444
124892
121593
86218
27572
32042
19154
2032
19146
2276
22776
1249
17609
630
787
22458
13090
19384
26523
4876
22038
26102
349
1748
32572
33521
32665
36765
37522
37918
39581
40356
47730
53538
54099
54146
54786
55100
58919
64807
71895
71990
73215
10855
25513
25497
26118
79796
31676
46361
31846
20332
104469
66253
165758
83689
125280
26348
172453
29008
174290
150268
98033
91665
21214
175020
18863
132132
116874
20524
150765
25544
66827
169368
75887
126514
116369
150305
168693
72168
137994
112849
160382
130174
88078
106355
168431
1484
116466
195195
127729
175496
18275
127726
30557
127821
127824
32654
26411
122512
122184
82190
122262
122643
2269
2484
122276
30767
123324
28225
135064
122672
62639
97116
6328
85483
31833
64699
71679
130
44559
80042
24153
146025
81354
62234
115616
813
157106
132880
154195
51645
815
13300
23140
1693
19928
105441
31465
68638
106120
457
2365
23196
25092
93099
20777
85839
11888
32435
94949
117264
67354
23205
105732
99018
21301
103572
117016
76047
88990
2787
81494
36705
65563
19194
209
124939
64430
125344
87273
23761
76252
102051
127575
23577
70849
3473
23914
81396
29398
88378
20637
1248
29741
25528
71558
21042
112
33100
19563
34351
83136
3336
14700
826
15077
24738
2556
21312
29381
23157
32683
32694
32409
41324
37549
43664
153921
32695
32477
32170
28625
66690
7601
5980
28118
70816
3147
20336
25025
25065
64339
25976
12882
19184
80305
80321
79828
58611
817
21031
29428
11654
3204
80977
65640
39284
81433
19119
9434
4776
80314
71006
80986
23102
19168
18937
19150
16828
24412
10310
19899
21770
20249
25189
22940
21048
312
23479
4374
695
23064
26108
22799
21821
24469
26190
2489
1074
23427
9580
19755
25989
32509
38073
33397
35897
33687
160
15762
19612
2917
2197
15481
12271
13076
13152
13097
18918
1023
20520
5599
194
915
720
19153
19159
20944
19435
21047
3033
20715
4064
21891
21834
2854
1639
2752
21877
6468
20898
119
22663
19037
22246
79259
104931
290436
84663
236388
306942
305852
324111
35849
243861
288362
337241
238387
239661
354949
361073
354211
210171
310812
261302
251156
253829
126085
250103
261243
368616
145246
370187
370648
264908
337172
147957
125553
206540
134272
393739
229243
164278
78720
85771
212713
129941
131299
138363
192205
51938
157687
232108
39027
167051
241523
145187
242543
163519
136404
168993
72414
244099
245814
21757
18869
175330
140117
172493
175062
250677
155782
122444
194524
253962
119844
155311
248798
257975
249500
172821
252764
258348
256673
38027
41094
43503
50462
50647
51405
52745
53145
55797
57911
61232
65593
71892
71939
71989
72022
72047
72048
72121
22287
69763
77762
32655
79624
13949
40574
6028
61157
76269
98151
114426
115146
58059
78563
78224
91049
54312
196627
127378
199193
30468
198768
108348
187546
14239
1347
16385
1003
28208
31762
25359
32771
32106
32023
32216
32217
32244
32327
32364
32366
32392
32403
32452
32502
32543
32566
32579
32603
32616
32631
32667
32677
32756
32934
33237
33942
33952
34057
34103
35670
36033
36035
36036
36038
36039
36040
36041
36044
36193
37483
130560
107294
131716
64214
117187
147002
149377
112846
45495
79622
106017
133961
158725
149576
37323
45978
17068
178766
182277
95163
122888
99336
67548
39946
124490
106374
80503
191861
190752
120862
3295
19149
3678
19671
1410
108003
85122
101592
108312
109557
110951
27869
111423
32748
1241
113221
113386
23967
114142
114442
114450
67672
31319
69943
68919
117469
34097
38003
25293
118873
114180
20026
120382
28390
122277
70538
75737
126579
65781
79961
80054
13274
31626
52721
79981
27175
52538
81471
81705
52073
83129
78671
10275
53353
85525
88077
32043
85837
82552
95146
76083
91973
100100
32606
103032
103843
14263
27830
28064
24541
19982
29047
29049
16683
49456
51231
65735
57028
32122
73437
6592
74990
4041
76997
684
77589
21896
24598
77770
76533
78782
22320
79275
79297
25954
79556
224564
281568
281779
281859
189443
221703
281185
281804
162112
21594
79393
138249
95818
107277
83184
146143
132224
156064
89224
207859
66850
24069
261438
341542
260030
361956
137735
368511
176702
204451
176262
28475
238395
387127
115999
316417
93002
179022
241853
176940
28929
109204
3558
96366
121839
23227
245649
119359
183758
186432
186314
138735
126464
27573
189481
94672
3494
250086
224452
30626
209376
166756
104422
262984
76705
98097
268248
30443
24507
150966
124756
32177
139808
101493
195754
182290
26432
24491
30069
164277
156924
170885
174323
125045
177433
198978
122313
213107
198837
44849
167795
25024
195722
223875
130304
78493
176530
152115
225535
127905
185024
149486
221975
91940
127278
1566
120160
19374
112248
184377
157542
185339
63724
40446
40934
43617
49455
49704
49773
52123
56239
61444
64574
71900
42274
32318
79741
2831
84745
77492
31417
20011
21584
21199
85108
23792
20788
19401
979
21618
77692
24963
101246
1541
79995
31196
117515
136219
198969
106308
142940
82817
138507
163247
144353
182467
29925
94935
125519
18966
76742
188857
75455
111636
79332
27048
21304
22588
537
19979
44
20917
21517
19185
21969
26942
31409
19136
12106
22937
31850
58819
32123
32137
32588
32589
32717
35009
35767
36651
36817
38752
99359
6398
24856
89862
31113
96232
98861
72109
25306
25294
33930
21073
61263
27096
130937
72266
134201
134409
18138
77179
137045
117448
77419
142230
120248
23290
32743
27212
54420
76155
77235
78690
79123
78959
24416
13309
32090
78781
24067
1856
86331
42511
26883
90464
91255
31948
29096
26775
24432
6657
26394
90089
31606
108780
16970
84445
126175
162549
76536
182252
182004
153114
149591
167413
124164
207971
219524
85497
228456
160775
245489
72989
149282
52573
150892
54155
236486
221934
29586
124303
51504
133918
87703
149285
60577
243902
258816
267654
270537
283599
137306
232962
259648
254208
359662
77483
